Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Rylan Bannon,- - -,5,15,0,0,0,0,0.0%,33.3%,.000,.222,.143,.200,.143,.166,.174,0,0.1,-1.6,-0.8,-0.2
Steven Souza Jr.,SEA,6,19,0,0,1,0,0.0%,42.1%,.000,.273,.158,.158,.158,.140,.169,-14,-0.3,-2.7,0.2,-0.2
Peyton Burdick,MIA,32,102,4,8,11,1,7.8%,34.3%,.174,.283,.207,.284,.380,.294,.296,91,0.0,-1.1,-4.3,-0.2
Chris Okey,CIN,7,13,0,3,0,0,0.0%,38.5%,.000,.286,.167,.231,.167,.191,.200,11,-0.1,-1.5,-1.0,-0.2
Sebastian Rivero,KCR,17,29,0,2,1,0,6.9%,34.5%,.000,.250,.154,.214,.154,.175,.221,4,0.3,-2.9,-0.1,-0.2
Michael Toglia,COL,31,120,2,10,12,1,7.5%,36.7%,.162,.338,.216,.275,.378,.285,.261,68,0.5,-4.0,-2.1,-0.2
Victor Reyes,DET,92,336,3,27,34,2,3.9%,22.9%,.108,.322,.254,.289,.362,.284,.292,85,-0.3,-6.1,-6.7,-0.2
Randal Grichuk,COL,141,538,19,60,73,4,4.5%,23.6%,.166,.309,.259,.299,.425,.315,.281,88,-1.2,-9.0,-11.2,-0.2
Luis Campusano,SDP,16,50,1,4,5,0,2.0%,22.0%,.083,.297,.250,.260,.333,.257,.258,67,-0.3,-2.3,-1.5,-0.2
Ryan Aguilar,LAA,7,26,0,2,2,0,7.7%,53.8%,.045,.333,.136,.231,.182,.197,.204,20,-0.8,-3.2,0.2,-0.2
Guillermo Heredia,ATL,74,82,3,12,8,0,7.3%,39.0%,.184,.220,.158,.220,.342,.246,.228,53,1.0,-3.5,-1.4,-0.2
Mark Vientos,NYM,16,41,1,3,3,0,12.2%,29.3%,.111,.217,.167,.268,.278,.252,.280,65,-0.1,-1.8,-1.7,-0.2
Austin Meadows,DET,36,147,0,9,11,0,10.9%,11.6%,.078,.288,.250,.347,.328,.307,.380,101,-1.2,-1.0,-5.8,-0.2
Taylor Motter,CIN,2,6,0,0,0,0,0.0%,50.0%,.000,.333,.167,.167,.167,.147,.184,-19,0.0,-0.8,-1.6,-0.2
Jackie Bradley Jr.,- - -,132,370,4,30,38,2,6.5%,20.8%,.108,.251,.203,.255,.311,.252,.268,56,-0.7,-18.9,4.8,-0.2
Tucker Barnhart,DET,94,308,1,16,16,0,8.1%,24.0%,.046,.296,.221,.287,.267,.253,.244,63,-1.7,-14.6,2.4,-0.2
Max Schrock,CIN,13,27,0,1,1,0,3.7%,22.2%,.000,.200,.154,.185,.154,.156,.203,-13,0.1,-3.5,0.1,-0.3
Jordan Diaz,OAK,15,51,0,3,1,0,3.9%,13.7%,.061,.310,.265,.294,.327,.275,.229,82,0.2,-0.9,-3.2,-0.3
J.J. Bleday,MIA,65,238,5,21,16,4,12.6%,28.2%,.142,.216,.167,.277,.309,.266,.280,72,0.8,-7.1,-3.5,-0.3
Didi Gregorius,PHI,63,232,1,17,19,1,5.6%,15.5%,.093,.246,.210,.263,.304,.251,.275,58,2.1,-9.3,-1.1,-0.3
Matt Davidson,- - -,13,37,2,3,3,0,8.1%,35.1%,.176,.158,.147,.216,.324,.240,.290,54,-0.2,-2.1,-1.6,-0.3
Alec Burleson,STL,16,53,1,4,3,1,9.4%,17.0%,.083,.211,.188,.264,.271,.245,.325,58,0.1,-2.5,-1.9,-0.3
Robbie Grossman,- - -,129,477,7,40,45,6,11.7%,27.0%,.102,.283,.209,.310,.311,.283,.281,82,-0.2,-9.8,-8.3,-0.3
Yonny Hernandez,ARI,12,28,0,2,0,2,7.1%,14.3%,.000,.100,.083,.154,.083,.121,.202,-32,0.8,-3.5,-0.2,-0.3
Niko Goodrum,HOU,15,45,0,2,1,1,4.4%,51.1%,.047,.250,.116,.156,.163,.146,.205,-14,0.8,-5.0,0.7,-0.3
CJ Abrams,- - -,90,302,2,33,21,7,1.7%,16.6%,.077,.291,.246,.280,.324,.267,.266,71,1.7,-8.5,-4.5,-0.3
Alcides Escobar,WSN,42,131,0,12,8,1,3.8%,24.4%,.065,.293,.218,.260,.282,.242,.233,51,0.9,-6.5,-0.7,-0.3
Anthony Bemboom,BAL,22,59,1,4,1,0,10.2%,28.8%,.096,.147,.115,.207,.212,.196,.246,22,0.0,-5.2,0.4,-0.3
Esteury Ruiz,- - -,17,36,0,3,2,1,2.8%,19.4%,.086,.214,.171,.194,.257,.197,.216,25,-0.5,-3.7,-0.5,-0.3
Jeter Downs,BOS,14,41,1,4,4,0,2.4%,51.2%,.103,.278,.154,.171,.256,.184,.153,7,0.5,-3.8,-0.5,-0.3
Luis Torrens,SEA,57,166,3,13,15,0,7.2%,30.1%,.073,.310,.225,.283,.298,.261,.284,72,-1.4,-6.6,-1.8,-0.3
Willie Calhoun,- - -,22,62,1,7,3,0,14.5%,12.9%,.115,.140,.135,.274,.250,.249,.309,59,-0.7,-3.6,-1.5,-0.3
Kelvin Gutierrez,BAL,12,33,0,2,3,1,12.1%,24.2%,.036,.200,.143,.250,.179,.208,.284,30,0.0,-2.6,-1.5,-0.3
Korey Lee,HOU,12,26,0,1,4,0,3.8%,34.6%,.080,.250,.160,.192,.240,.192,.120,19,-0.1,-2.5,-1.5,-0.3
Ryan O'Hearn,KCR,67,145,1,14,16,0,5.5%,24.1%,.082,.313,.239,.290,.321,.272,.327,72,0.3,-4.4,-3.4,-0.3
Josh VanMeter,PIT,67,192,3,15,14,4,9.9%,23.4%,.105,.232,.187,.266,.292,.251,.288,59,1.1,-8.1,-1.5,-0.3
Andrew Knizner,STL,97,293,4,28,25,0,8.9%,21.2%,.085,.268,.215,.301,.300,.275,.280,79,-1.8,-9.1,-4.0,-0.3
Jonathan Arauz,- - -,15,41,1,3,5,0,2.4%,29.3%,.079,.154,.132,.150,.211,.157,.282,-3,0.2,-4.9,0.4,-0.3
Mike Siani,CIN,9,24,0,1,0,0,0.0%,29.2%,.000,.235,.167,.167,.167,.147,.160,-19,-0.2,-3.5,-0.5,-0.3
Michael Hermosillo,CHC,31,73,0,7,4,1,9.6%,37.0%,.033,.206,.115,.250,.148,.203,.259,27,0.7,-5.5,-0.2,-0.3
Andrelton Simmons,CHC,35,85,0,8,7,4,8.2%,15.3%,.013,.210,.173,.244,.187,.204,.199,27,0.1,-7.1,1.0,-0.3
Mickey Moniak,- - -,37,112,3,13,8,1,3.6%,39.3%,.132,.254,.170,.207,.302,.223,.203,39,1.2,-6.7,-0.3,-0.3
Jo Adell,LAA,88,285,8,22,27,4,3.9%,37.5%,.149,.338,.224,.264,.373,.278,.251,77,0.8,-6.5,-5.9,-0.3
Dee Strange-Gordon,WSN,23,59,0,6,2,3,0.0%,13.6%,.051,.353,.305,.305,.356,.288,.213,83,-0.2,-1.3,-3.9,-0.3
Lenyn Sosa,CHW,11,36,1,3,1,0,2.8%,33.3%,.114,.136,.114,.139,.229,.161,.243,-4,-0.1,-4.3,-0.1,-0.3
Zach Reks,TEX,16,34,0,3,3,0,0.0%,29.4%,.029,.375,.265,.265,.294,.245,.230,56,-0.2,-1.9,-2.5,-0.3
Nick Pratto,KCR,49,182,7,18,20,0,10.4%,36.3%,.203,.250,.184,.271,.386,.287,.267,82,-1.5,-5.2,-3.9,-0.4
Sandy Leon,- - -,34,86,0,6,4,0,15.1%,31.4%,.042,.273,.169,.298,.211,.246,.263,58,-2.4,-6.5,0.4,-0.4
Zack Collins,- - -,36,108,4,9,11,0,8.3%,38.0%,.165,.208,.155,.231,.320,.245,.257,57,-0.2,-5.6,-1.3,-0.4
Brent Rooker,- - -,16,36,0,1,2,0,8.3%,30.6%,.031,.190,.125,.222,.156,.186,.264,15,-0.3,-3.9,-0.7,-0.4
Richie Palacios,CLE,54,123,0,7,10,2,7.3%,16.3%,.054,.280,.232,.293,.286,.258,.277,65,0.3,-4.6,-2.8,-0.4
Kyle Lewis,SEA,18,62,3,6,5,0,8.1%,30.6%,.161,.147,.143,.226,.304,.239,.300,56,-0.9,-4.0,-1.5,-0.4
Jesus Aguilar,- - -,129,507,16,39,51,1,5.5%,23.5%,.144,.278,.235,.281,.379,.288,.298,86,-2.8,-10.7,-9.7,-0.4
Bobby Bradley,CLE,8,17,0,1,0,0,0.0%,52.9%,.000,.250,.118,.118,.118,.104,.144,-44,0.0,-2.8,-1.3,-0.4
Yasmani Grandal,CHW,99,376,5,15,27,1,12.0%,21.0%,.067,.249,.202,.301,.269,.263,.290,68,-6.2,-19.7,4.1,-0.4
Jarren Duran,BOS,58,223,3,23,17,7,6.3%,28.3%,.142,.302,.221,.283,.363,.284,.282,78,0.5,-5.1,-5.6,-0.4
Andrew Knapp,- - -,16,46,0,4,4,0,10.9%,26.1%,.026,.179,.128,.239,.154,.195,.254,21,0.5,-3.8,-1.4,-0.4
Tres Barrera,WSN,19,53,0,2,4,0,3.8%,30.2%,.020,.265,.180,.212,.200,.187,.187,13,-0.4,-5.8,0.3,-0.4
Dom Nunez,COL,14,41,0,3,2,0,14.6%,24.4%,.030,.160,.121,.244,.152,.196,.245,7,0.3,-4.2,-0.9,-0.4
Estevan Florial,NYY,17,35,0,4,1,2,8.6%,37.1%,.000,.167,.097,.200,.097,.155,.235,-7,0.9,-3.3,-1.5,-0.4
Yolmer Sanchez,- - -,17,44,0,1,2,0,11.4%,29.5%,.000,.167,.108,.214,.108,.166,.204,-5,-0.9,-6.1,1.0,-0.4
Harold Castro,DET,120,443,7,37,47,0,3.8%,17.8%,.110,.318,.271,.300,.381,.297,.316,94,-1.6,-4.8,-13.1,-0.4
Steven Duggar,- - -,29,80,0,7,4,5,8.8%,51.3%,.069,.344,.153,.225,.222,.205,.215,28,1.0,-5.6,-1.1,-0.4
Jason Heyward,CHC,48,151,1,15,10,1,7.3%,21.2%,.073,.260,.204,.278,.277,.253,.278,61,-0.1,-7.0,-2.1,-0.4
Alex Dickerson,ATL,13,36,1,3,2,0,8.3%,25.0%,.091,.130,.121,.194,.212,.189,.297,14,-0.6,-4.2,-1.1,-0.4
Bligh Madris,PIT,39,123,1,10,7,2,8.1%,25.2%,.088,.235,.177,.244,.265,.231,.262,45,0.5,-7.4,-1.0,-0.5
Vidal Brujan,TBR,52,162,3,13,16,5,7.4%,22.8%,.095,.193,.163,.228,.259,.220,.236,43,-0.8,-11.1,1.6,-0.5
Hanser Alberto,LAD,73,159,2,13,15,0,1.9%,15.7%,.122,.279,.244,.258,.365,.270,.234,73,-2.1,-7.0,-2.7,-0.5
Magneuris Sierra,LAA,45,96,0,7,5,6,4.2%,26.0%,.077,.227,.165,.200,.242,.195,.212,19,0.0,-8.7,1.2,-0.5
Garrett Hampson,COL,90,226,2,29,15,12,9.3%,27.9%,.095,.294,.211,.287,.307,.267,.261,55,1.6,-10.3,-1.8,-0.5
Justin Upton,SEA,17,57,1,2,3,0,10.5%,40.4%,.083,.208,.125,.263,.208,.231,.249,51,-1.8,-4.9,-1.4,-0.5
Mike Moustakas,CIN,78,285,7,30,25,2,8.4%,26.3%,.131,.272,.214,.295,.345,.286,.270,76,-0.5,-8.5,-5.6,-0.5
Will Benson,CLE,28,61,0,8,3,0,4.9%,31.1%,.018,.278,.182,.250,.200,.212,.224,32,0.1,-4.5,-2.1,-0.5
Heliot Ramos,SFG,9,22,0,4,0,0,9.1%,27.3%,.000,.143,.100,.182,.100,.143,.290,-13,0.1,-2.8,-2.6,-0.5
Jack Mayfield,LAA,23,74,1,8,6,1,4.1%,23.0%,.086,.231,.186,.230,.271,.224,.221,39,-0.5,-5.5,-1.5,-0.5
Hoy Park,PIT,23,60,2,7,6,1,6.7%,25.0%,.157,.250,.216,.276,.373,.282,.269,79,0.9,-0.6,-6.1,-0.5
Eddy Alvarez,LAD,14,27,0,1,3,1,0.0%,33.3%,.000,.235,.160,.154,.160,.136,.179,-18,-0.1,-3.8,-1.8,-0.5
Oscar Mercado,- - -,55,128,4,17,16,2,3.9%,22.7%,.165,.236,.207,.242,.372,.266,.258,70,0.0,-4.3,-4.7,-0.5
Andrew Vaughn,CHW,134,555,17,60,76,0,5.6%,17.3%,.159,.301,.271,.321,.429,.327,.319,113,-3.2,4.9,-27.4,-0.5
Ehire Adrianza,- - -,37,110,0,8,7,1,10.0%,22.7%,.031,.233,.175,.264,.206,.222,.274,38,0.8,-7.2,-1.4,-0.5
Michael Perez,- - -,45,132,6,10,14,1,7.6%,24.2%,.149,.145,.149,.214,.298,.228,.276,44,-0.5,-9.1,-0.2,-0.5
Stephen Piscotty,OAK,42,139,5,12,14,2,6.5%,34.5%,.151,.253,.190,.252,.341,.258,.275,70,-0.6,-5.2,-4.1,-0.5
Travis Demeritte,ATL,26,96,3,9,6,0,6.3%,33.3%,.124,.291,.213,.260,.337,.263,.263,65,-1.4,-5.3,-2.9,-0.5
Willians Astudillo,MIA,21,55,1,5,4,1,1.8%,5.5%,.056,.240,.241,.255,.296,.243,.265,56,-0.4,-3.2,-3.7,-0.5
Chuckie Robinson,CIN,25,60,2,3,5,0,0.0%,28.3%,.136,.150,.136,.136,.271,.173,.260,-1,-1.1,-8.2,1.1,-0.5
Sheldon Neuse,OAK,89,293,4,25,26,6,6.8%,27.3%,.074,.289,.214,.273,.288,.253,.254,67,1.3,-9.6,-4.8,-0.5
Miguel Vargas,LAD,18,50,1,4,8,1,4.0%,26.0%,.085,.206,.170,.200,.255,.200,.257,26,0.5,-3.8,-2.9,-0.5
Kevin Plawecki,- - -,64,186,1,15,13,0,7.5%,17.2%,.065,.265,.220,.286,.286,.259,.268,61,-1.8,-10.0,-1.0,-0.5
Juan Lagares,LAA,20,62,0,4,0,0,3.2%,24.2%,.067,.244,.183,.210,.250,.203,.242,24,0.0,-5.3,-1.8,-0.5
Marcell Ozuna,ATL,124,507,23,56,56,2,6.1%,24.1%,.187,.252,.226,.274,.413,.298,.337,88,-2.6,-9.4,-12.9,-0.5
Taylor Walls,TBR,142,466,8,53,33,10,11.2%,25.8%,.113,.221,.172,.268,.285,.252,.270,66,3.2,-14.5,-5.6,-0.5
David MacKinnon,- - -,22,57,0,2,6,0,10.5%,29.8%,.000,.206,.140,.228,.140,.181,.259,11,0.1,-5.6,-1.5,-0.6
Lorenzo Cain,MIL,43,156,1,17,9,2,5.1%,23.1%,.055,.229,.179,.231,.234,.212,.230,32,-0.4,-12.8,2.3,-0.6
Austin Hedges,CLE,105,338,7,26,30,2,7.4%,23.1%,.085,.193,.163,.241,.248,.225,.240,42,-3.6,-25.8,9.6,-0.6
Tim Beckham,MIN,12,25,0,1,1,0,0.0%,36.0%,.000,.125,.080,.080,.080,.071,.181,-66,-0.4,-5.1,-1.2,-0.6
Tyler Wade,LAA,67,163,1,22,8,8,6.1%,20.2%,.054,.274,.218,.272,.272,.247,.248,55,-0.1,-8.4,-2.3,-0.6
Sam Hilliard,COL,70,200,2,26,14,5,11.5%,28.5%,.080,.256,.184,.280,.264,.251,.303,44,1.8,-11.2,-1.1,-0.6
Charlie Culberson,TEX,70,124,2,19,12,2,4.0%,25.0%,.104,.329,.252,.283,.357,.281,.251,81,-1.1,-3.7,-5.8,-0.6
Avisail Garcia,MIA,98,380,8,31,35,4,4.5%,28.7%,.092,.298,.224,.266,.317,.258,.281,66,-1.2,-16.1,-2.3,-0.6
Jose Rojas,LAA,22,57,0,1,1,0,0.0%,33.3%,.036,.189,.125,.140,.161,.134,.182,-24,-0.3,-8.3,0.9,-0.6
Lucius Fox,WSN,10,28,0,2,2,1,3.6%,32.1%,.000,.125,.080,.115,.080,.094,.182,-50,0.3,-4.6,-2.0,-0.6
Kevin Padlo,- - -,13,34,0,0,3,0,2.9%,29.4%,.030,.174,.121,.147,.152,.135,.177,-13,-0.3,-5.0,-1.8,-0.6
Alex Kirilloff,MIN,45,156,3,14,21,0,3.2%,23.1%,.111,.308,.250,.290,.361,.286,.282,86,-2.0,-4.4,-6.2,-0.6
Calvin Mitchell,PIT,69,232,5,21,17,3,7.8%,22.4%,.123,.276,.226,.286,.349,.281,.292,79,1.1,-4.6,-8.9,-0.6
Jared Walsh,LAA,118,454,15,41,44,2,5.9%,30.4%,.158,.281,.215,.269,.374,.278,.280,78,-0.7,-12.2,-7.9,-0.6
Tyler Nevin,BAL,58,184,2,17,16,0,10.9%,25.0%,.064,.259,.197,.299,.261,.261,.293,67,-1.2,-8.0,-3.6,-0.6
Jacob Stallings,MIA,114,384,4,25,34,0,7.6%,21.6%,.069,.280,.223,.292,.292,.265,.274,71,-5.3,-18.2,-0.6,-0.6
Billy McKinney,OAK,23,57,1,3,4,0,7.0%,28.1%,.077,.111,.096,.158,.173,.144,.203,-10,-2.1,-9.2,1.4,-0.6
Jason Castro,HOU,34,88,1,6,3,1,9.1%,45.5%,.064,.211,.115,.205,.179,.183,.239,13,0.3,-8.3,-0.5,-0.6
Michael Chavis,PIT,129,426,14,39,49,1,4.5%,29.6%,.160,.294,.229,.265,.389,.282,.261,80,0.3,-9.7,-10.7,-0.6
Travis Shaw,BOS,7,19,0,0,0,0,0.0%,36.8%,.000,.000,.000,.000,.000,.000,.081,-100,0.1,-4.7,-2.0,-0.6
Stephen Vogt,OAK,70,191,7,18,23,1,8.9%,24.1%,.161,.168,.161,.241,.321,.249,.282,64,0.0,-7.8,-4.4,-0.6
Chris Owings,BAL,27,68,0,6,0,1,14.7%,35.3%,.036,.188,.107,.254,.143,.204,.238,27,-0.8,-6.3,-2.0,-0.7
Lewin Diaz,MIA,58,174,5,12,11,1,6.3%,31.0%,.119,.214,.169,.224,.288,.228,.219,45,-0.6,-11.7,-0.5,-0.7
Donovan Walton,- - -,25,78,1,9,8,0,1.3%,20.5%,.145,.186,.158,.179,.303,.208,.228,31,-0.5,-6.8,-2.2,-0.7
Nick Senzel,CIN,110,420,5,45,25,8,7.1%,18.1%,.075,.276,.231,.296,.306,.272,.299,66,-0.9,-17.5,-3.0,-0.7
Frank Schwindel,CHC,75,292,8,23,36,0,6.5%,19.9%,.129,.261,.229,.277,.358,.278,.278,78,-2.5,-10.0,-6.2,-0.7
Abraham Toro,SEA,109,352,10,36,35,2,6.3%,18.5%,.139,.198,.185,.239,.324,.246,.284,62,-1.1,-16.4,-1.6,-0.7
Matt Beaty,SDP,20,47,0,6,1,0,4.3%,17.0%,.070,.114,.093,.170,.163,.158,.243,-1,-0.3,-5.8,-2.6,-0.7
Phil Gosselin,- - -,34,77,0,6,2,0,2.6%,31.2%,.027,.220,.149,.182,.176,.163,.207,-4,-1.6,-10.6,1.2,-0.7
Darin Ruf,- - -,119,388,11,52,45,2,11.6%,27.1%,.135,.258,.204,.307,.338,.291,.310,89,0.2,-4.8,-15.3,-0.7
Cooper Hummel,ARI,66,201,3,20,17,4,11.4%,31.8%,.131,.255,.176,.274,.307,.262,.292,65,0.1,-8.1,-5.9,-0.8
Cole Tucker,PIT,18,63,0,3,2,1,0.0%,39.7%,.048,.289,.175,.175,.222,.172,.198,4,0.6,-6.4,-3.0,-0.8
Maikel Franco,WSN,103,388,9,31,39,1,3.1%,19.3%,.113,.262,.229,.255,.342,.261,.272,64,-3.6,-19.8,-0.7,-0.8
Nick Castellanos,PHI,136,558,13,56,62,7,5.2%,23.3%,.126,.326,.263,.305,.389,.304,.302,94,-2.8,-6.8,-19.6,-0.8
Michael Papierski,- - -,39,103,1,7,4,0,9.7%,25.2%,.044,.188,.143,.228,.187,.197,.217,16,-1.1,-11.1,0.0,-0.8
Tommy La Stella,SFG,60,195,2,17,14,0,5.6%,15.4%,.111,.272,.239,.282,.350,.277,.267,78,-1.2,-6.1,-8.1,-0.8
Kurt Suzuki,LAA,51,159,4,10,15,0,9.4%,18.2%,.115,.194,.180,.266,.295,.254,.255,60,-2.4,-9.5,-3.6,-0.8
Nelson Cruz,WSN,124,507,10,50,64,4,9.7%,23.5%,.103,.295,.234,.313,.337,.292,.320,85,-3.1,-11.9,-13.3,-0.8
Joey Votto,CIN,91,376,11,31,41,0,11.7%,25.8%,.165,.257,.205,.319,.370,.310,.322,92,-4.1,-7.6,-13.3,-0.9
Jermaine Palacios,MIN,30,77,2,8,6,0,5.2%,35.1%,.086,.186,.143,.184,.229,.184,.237,14,0.1,-7.4,-3.4,-0.9
Miguel Sano,MIN,20,71,1,1,3,1,12.7%,35.2%,.050,.114,.083,.211,.133,.176,.302,9,-0.8,-8.0,-2.8,-0.9
Yuli Gurriel,HOU,146,584,8,53,53,8,5.1%,12.5%,.117,.266,.242,.288,.360,.285,.271,85,-0.8,-11.0,-16.5,-0.9
Seth Beer,ARI,38,126,1,4,9,0,8.7%,24.6%,.054,.250,.189,.278,.243,.239,.276,49,-1.9,-9.4,-3.9,-0.9
Spencer Torkelson,DET,110,404,8,38,28,0,9.2%,24.5%,.117,.255,.203,.285,.319,.272,.305,76,-3.2,-14.0,-8.2,-1.0
Hunter Dozier,KCR,129,500,12,51,41,4,6.8%,25.0%,.152,.298,.236,.292,.387,.298,.301,90,-8.4,-14.1,-11.2,-1.0
Jed Lowrie,OAK,50,184,3,14,16,1,8.2%,21.2%,.084,.213,.180,.245,.263,.230,.247,50,-0.7,-10.9,-4.6,-1.0
Ernie Clement,- - -,70,179,0,19,6,0,6.1%,14.5%,.025,.217,.184,.243,.209,.209,.277,31,-1.2,-15.0,-0.4,-1.0
Cristian Pache,OAK,91,260,3,18,18,2,5.8%,26.9%,.075,.220,.166,.218,.241,.207,.259,35,-1.7,-20.8,2.8,-1.0
Leury Garcia,CHW,97,315,3,38,20,2,2.2%,20.6%,.057,.255,.210,.233,.267,.221,.258,39,2.2,-19.5,-0.9,-1.1
Franmil Reyes,- - -,118,473,14,43,47,2,6.3%,33.2%,.144,.307,.221,.273,.365,.280,.275,80,-2.7,-13.6,-12.3,-1.1
Austin Romine,- - -,51,136,3,10,9,0,2.9%,33.8%,.093,.213,.155,.187,.248,.193,.195,15,-0.5,-13.9,-1.2,-1.1
Kole Calhoun,TEX,125,424,12,36,49,3,6.4%,32.1%,.134,.263,.196,.257,.330,.260,.294,67,-0.8,-16.8,-7.5,-1.1
Eddie Rosario,ATL,80,270,5,27,24,3,6.3%,25.2%,.116,.267,.212,.259,.328,.258,.250,61,1.3,-10.8,-9.0,-1.1
Brad Miller,TEX,81,241,7,20,32,4,7.5%,29.0%,.108,.274,.212,.270,.320,.263,.269,69,-1.1,-9.6,-8.8,-1.1
Jose Barrero,CIN,48,174,2,13,10,4,5.2%,43.7%,.055,.264,.152,.195,.206,.183,.180,5,0.9,-18.3,0.9,-1.2
Riley Adams,WSN,48,155,5,14,10,0,7.7%,29.7%,.134,.220,.176,.245,.310,.249,.276,56,-1.1,-9.1,-7.9,-1.2
Yoshi Tsutsugo,PIT,50,193,2,11,19,0,9.8%,25.9%,.059,.221,.171,.249,.229,.221,.254,38,-0.6,-14.5,-4.4,-1.3
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
Elias Diaz,COL,105,381,9,29,51,0,6.6%,21.5%,.140,.270,.228,.281,.368,.284,.274,67,-3.9,-18.6,-7.8,-1.4
Miguel Cabrera,DET,112,433,5,25,43,1,6.5%,23.3%,.063,.324,.254,.305,.317,.275,.275,79,-5.4,-15.8,-11.8,-1.5
Robinson Chirinos,BAL,67,220,4,10,22,1,8.6%,30.5%,.108,.248,.179,.265,.287,.251,.245,61,-1.2,-10.9,-11.4,-1.6
Jonathan Villar,- - -,59,220,3,25,18,7,6.8%,26.8%,.094,.275,.208,.260,.302,.250,.247,58,2.2,-8.4,-11.6,-1.3
Robinson Cano,- - -,33,104,1,5,4,0,3.8%,24.0%,.040,.189,.150,.183,.190,.169,.237,6,-1.8,-13.1,-3.6,-1.4
